,Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
604,606,60,3,13600,1,3,3,0,4,0,12,2,2,0,5,7,6,1965,1990,1,0,6,6,1,176.0,3,4,1,3,3,3,1,454,5,0,314,768,1,4,1,4,800,0,1986,0,0,2,1,3,1,3,6,3,1,2,2,4,4,2,0,42,0,0,189,0,0,10,2009,8,4,12.230765258120543
605,607,20,3,12464,1,1,2,0,0,1,5,2,2,0,2,5,5,1996,1996,1,0,12,13,2,0.0,3,2,2,2,3,3,2,732,5,0,308,1040,1,2,1,4,0,0,1040,1,0,1,0,3,1,2,6,0,5,2,2,4,4,2,168,0,0,0,0,0,0,11,2009,8,4,11.931635799828413
606,608,20,3,7800,1,3,0,0,4,1,7,2,2,0,5,5,8,1948,2002,1,0,8,8,2,0.0,3,2,1,3,1,3,2,603,5,0,293,896,1,0,1,4,896,0,2008,1,0,3,0,3,1,0,6,0,1,2,1,4,4,2,103,0,0,0,0,0,0,8,2006,8,4,12.323855681186556
607,609,70,3,12168,1,3,1,0,4,1,6,2,2,0,5,8,6,1934,1998,1,0,3,14,2,0.0,3,4,2,2,3,2,1,428,5,0,537,965,1,4,1,4,1254,0,3194,0,0,2,1,4,1,3,6,2,2,2,2,4,4,2,0,0,0,0,0,0,0,9,2007,8,2,12.791356180214176
608,610,20,3,7943,1,3,3,0,4,0,19,1,2,0,2,4,5,1961,1961,1,0,12,13,0,192.0,3,1,1,3,3,2,4,903,5,0,126,1029,1,2,1,4,0,0,1029,1,0,1,0,3,1,3,6,0,1,2,1,4,4,2,64,0,39,0,0,0,0,4,2007,8,4,11.682668239557323
609,611,60,3,11050,1,3,3,0,4,0,5,4,2,0,5,9,5,2000,2000,3,0,12,13,1,204.0,2,4,2,0,3,2,2,904,5,0,536,1440,1,0,1,4,677,0,2153,1,0,2,1,3,1,0,6,2,1,0,3,4,4,2,253,142,0,0,0,0,0,5,2009,8,4,12.65395846952229
610,612,80,3,10395,1,0,3,0,2,0,14,2,2,0,7,6,6,1978,1978,1,0,6,6,1,233.0,3,4,1,2,3,0,0,605,5,0,427,1032,1,4,1,4,0,0,1032,0,1,2,0,3,1,3,6,1,1,2,2,4,4,2,0,0,0,0,0,0,500,7,2007,8,4,11.904967552746253
611,613,60,3,11885,1,3,3,0,4,0,5,2,2,0,5,8,5,2001,2001,1,0,12,13,1,108.0,2,4,2,2,3,0,2,990,5,0,309,1299,1,0,1,4,573,0,1872,1,0,2,1,3,1,0,6,1,3,1,2,4,4,2,160,122,0,0,0,0,0,11,2009,8,4,12.474189562487116
612,614,20,3,8402,1,3,3,0,4,0,11,1,2,0,2,5,5,2007,2007,1,0,12,13,2,0.0,3,4,2,2,3,3,0,206,5,0,914,1120,1,0,1,4,0,0,1120,0,0,1,0,3,1,3,6,0,1,2,0,4,4,2,0,30,0,0,0,0,0,12,2007,6,5,11.898187865760873
613,615,180,4,1491,1,3,3,0,4,0,10,2,2,4,6,4,6,1972,1972,1,0,5,5,2,0.0,3,4,1,2,3,0,3,150,2,480,0,630,1,0,1,4,0,0,630,1,0,1,0,1,1,3,6,0,1,2,0,4,4,2,96,24,0,0,0,0,0,5,2010,8,4,11.231887935237117
614,616,85,3,8800,1,3,3,0,4,0,12,1,2,0,6,6,7,1963,1963,1,0,8,8,1,156.0,3,2,2,3,3,1,2,763,5,0,173,936,1,0,1,4,0,0,1054,1,0,1,0,3,1,2,6,0,1,1,2,4,4,2,120,0,0,0,0,0,0,5,2010,8,0,11.831379196088765
615,617,60,3,7861,1,0,3,0,4,0,8,2,2,0,5,6,5,2002,2003,1,0,12,13,2,0.0,2,4,2,2,3,3,2,457,5,0,326,783,1,0,1,4,702,0,1509,1,0,2,1,3,1,2,6,1,1,0,2,4,4,2,100,75,0,0,0,0,0,6,2006,8,4,12.118333731222167
616,618,45,3,7227,1,3,1,0,0,1,12,0,2,0,1,6,6,1954,1954,1,0,8,8,2,0.0,3,4,1,3,3,3,5,0,5,0,832,832,1,2,1,4,0,0,832,0,0,1,0,2,1,2,6,0,5,2,2,4,4,2,0,0,0,0,0,0,0,6,2008,8,4,11.56646623189826
617,619,20,3,11694,1,3,3,0,4,0,16,2,2,0,2,9,5,2007,2007,3,0,5,5,1,452.0,0,4,2,0,3,0,2,48,5,0,1774,1822,1,0,1,4,0,0,1828,0,0,2,0,3,1,2,6,1,1,2,3,4,4,2,0,108,0,0,260,0,0,7,2007,6,5,12.659734090733716
618,620,60,3,12244,1,3,3,0,4,0,23,2,2,0,5,8,5,2003,2003,3,0,12,13,3,226.0,2,4,2,2,3,1,2,871,5,0,611,1482,1,0,1,4,780,0,2262,1,0,2,1,4,1,2,6,2,1,0,3,4,4,2,168,0,0,0,0,0,0,8,2008,8,4,12.628067055589547
619,621,30,3,8248,1,3,3,0,4,0,7,2,2,0,2,3,3,1914,1950,1,0,11,12,2,0.0,3,4,0,3,3,3,1,41,5,0,823,864,1,4,0,1,0,0,864,1,0,1,0,2,1,3,6,0,1,2,0,4,4,0,0,0,100,0,0,0,0,9,2008,8,4,11.112447898373103
620,622,60,3,10800,1,3,3,0,4,0,14,2,2,0,5,6,7,1974,1997,1,0,6,6,2,0.0,3,4,1,3,3,3,0,956,4,182,384,1522,1,4,1,4,1066,0,2614,0,0,2,1,4,1,3,6,1,1,1,2,4,4,2,38,243,0,0,0,0,0,6,2008,8,4,12.388394202324125
621,623,20,3,7064,1,3,3,0,4,0,19,2,2,0,2,5,6,1977,1977,1,0,9,10,1,153.0,3,4,1,3,3,3,1,560,5,0,420,980,1,4,1,4,0,0,980,0,0,1,0,3,1,3,6,0,5,2,2,4,4,2,192,0,0,0,0,0,0,7,2009,8,4,11.813030057420569
622,624,160,1,2117,1,3,3,0,4,0,21,2,2,4,5,6,5,2000,2000,1,0,8,8,1,513.0,2,4,2,2,3,3,2,420,5,0,336,756,1,0,1,4,756,0,1512,0,0,2,1,2,1,2,6,1,5,2,2,4,4,2,0,32,0,0,0,0,0,6,2007,8,4,12.034691028774553
623,625,60,3,10400,1,3,3,0,4,0,14,2,2,0,5,6,5,1972,1972,1,0,12,13,2,288.0,3,4,1,3,3,3,4,247,5,0,485,732,1,2,1,4,778,0,1790,1,0,1,2,4,1,3,3,1,1,1,2,4,4,2,148,0,0,0,147,0,0,11,2006,8,4,12.014609430818934
624,626,20,3,10000,1,0,3,0,0,0,12,2,2,0,2,6,6,1962,1962,3,0,13,14,1,261.0,3,4,1,3,3,3,5,0,5,0,1116,1116,1,4,1,4,0,0,1116,0,0,1,1,3,1,3,6,0,1,2,2,4,4,2,0,0,0,0,385,0,0,2,2010,8,4,11.982929094215965
625,627,20,3,12342,1,0,3,0,4,0,12,2,2,0,2,5,5,1960,1978,3,0,13,14,2,0.0,3,4,1,3,3,3,5,0,5,0,978,978,1,4,1,4,0,0,1422,0,0,1,0,3,1,3,2,1,1,1,1,4,4,2,0,0,36,0,0,0,600,8,2007,8,4,11.848683160653572
626,628,80,3,9600,1,3,3,0,4,0,12,2,2,0,7,6,6,1955,1972,1,0,0,0,1,164.0,3,4,1,3,3,0,1,674,3,132,350,1156,1,0,1,4,0,0,1520,1,0,1,0,3,1,3,6,2,2,1,1,4,4,2,0,0,189,0,0,0,0,3,2010,8,4,11.938193200374572
627,629,60,3,11606,1,0,1,0,4,2,12,2,2,0,5,5,5,1969,1969,1,0,9,10,1,192.0,3,4,2,2,3,0,4,650,5,0,390,1040,1,4,1,4,1040,0,2080,0,1,1,2,5,1,1,6,2,1,2,2,4,4,2,335,0,0,0,0,0,0,9,2007,8,3,11.813030057420569
628,630,80,3,9020,1,3,3,0,0,0,12,1,2,0,7,6,5,1964,1964,1,6,9,14,1,259.0,3,4,1,3,3,1,2,624,4,336,288,1248,1,4,1,4,0,0,1350,1,0,1,1,3,1,3,6,0,1,1,2,4,4,2,176,0,0,0,0,0,0,6,2008,8,4,12.034691028774553
629,631,70,4,9000,1,3,3,0,0,0,17,0,2,0,5,5,6,1880,1991,1,0,12,13,2,0.0,3,4,0,1,0,3,5,0,5,0,636,636,1,4,1,0,661,0,1750,0,0,1,0,3,1,0,6,0,5,2,1,1,3,0,0,0,293,0,0,0,0,6,2006,8,0,11.728036844587177
630,632,120,3,4590,1,3,3,0,4,0,16,2,2,3,2,8,5,2006,2006,1,0,12,13,3,108.0,2,4,2,2,1,2,2,24,5,0,1530,1554,1,0,1,4,0,0,1554,0,0,2,0,2,1,2,6,1,1,1,2,4,4,2,156,73,0,0,0,0,0,8,2007,8,4,12.252479018344332
631,633,20,3,11900,1,3,3,0,4,0,14,2,2,0,2,7,5,1977,1977,3,0,9,10,1,209.0,3,2,1,3,3,3,0,822,5,0,564,1386,1,4,1,4,0,0,1411,0,0,2,0,3,1,3,6,1,1,0,2,4,4,2,192,0,0,0,0,0,0,4,2009,8,3,11.320553572322774
632,634,20,3,9250,1,3,3,0,0,0,12,2,2,0,2,5,7,1954,2005,1,0,13,14,2,0.0,3,4,1,3,3,3,1,480,3,468,108,1056,1,4,1,4,0,0,1056,0,1,1,0,3,1,3,6,0,1,2,1,4,4,2,390,0,0,0,0,0,0,7,2007,8,4,11.84510277730856
633,635,90,3,6979,1,3,3,0,4,0,17,2,2,2,6,6,5,1980,1980,1,0,9,10,2,0.0,3,4,1,3,3,3,2,1056,5,0,0,1056,1,2,1,4,0,0,1056,2,0,0,0,0,2,3,6,0,5,2,2,4,4,2,264,56,0,0,0,0,600,6,2010,8,4,11.877568578558137
634,636,190,2,10896,1,3,0,0,4,0,18,1,2,1,3,6,7,1914,1995,3,0,12,13,2,0.0,1,4,1,3,0,3,3,256,5,0,1184,1440,1,0,1,0,1440,515,3395,0,0,2,0,8,2,1,6,0,1,2,0,4,4,0,0,110,0,0,0,0,0,3,2007,8,0,12.206072645530176
635,637,30,4,6120,1,3,3,0,4,0,3,2,2,0,2,2,3,1936,1950,1,0,0,0,2,0.0,1,1,0,3,0,3,5,0,5,0,264,264,3,1,0,0,0,0,800,0,0,1,0,1,1,1,0,1,1,2,0,4,4,0,0,0,0,0,0,0,0,1,2009,5,4,11.002099841204238
636,638,190,4,6000,1,3,3,0,4,0,17,2,2,1,0,5,4,1954,1954,1,0,13,14,2,0.0,3,4,1,3,3,3,5,0,5,0,811,811,1,4,1,0,576,0,1387,0,0,2,0,3,2,2,6,0,3,2,1,4,4,2,0,0,0,0,0,0,0,11,2009,8,4,11.440354772135393
637,639,30,3,8777,1,3,3,0,4,0,7,1,2,0,2,5,7,1910,1950,1,0,8,14,2,0.0,3,4,1,1,3,3,5,0,5,0,796,796,1,2,1,0,0,0,796,0,0,1,0,2,1,3,6,0,1,2,0,4,4,1,328,0,164,0,0,0,0,5,2008,8,4,11.350406535472453
638,640,120,3,3982,1,3,3,0,4,0,0,2,2,4,2,8,5,2006,2006,3,0,12,13,2,0.0,2,4,2,2,1,0,2,1154,5,0,366,1520,1,0,1,4,0,0,1567,1,0,2,0,1,1,0,6,1,1,0,3,4,4,2,312,0,0,0,0,0,0,10,2006,6,5,12.485827127509431
639,641,120,3,12677,1,0,3,0,4,0,16,2,2,4,2,8,5,2003,2004,3,0,8,8,1,472.0,0,4,2,0,3,1,2,1218,5,0,300,1518,1,0,1,4,0,0,1518,0,0,1,1,1,1,0,6,1,1,1,2,4,4,2,185,140,0,0,0,0,0,4,2008,8,4,12.520883385370205
640,642,60,1,7050,1,3,3,0,4,0,21,2,2,0,5,7,5,2001,2001,1,0,12,13,2,0.0,2,4,2,2,3,3,2,738,5,0,319,1057,1,0,1,4,872,0,1929,1,0,2,1,3,1,2,6,1,1,0,2,4,4,2,0,235,0,0,0,0,0,5,2007,8,4,12.328290278254425
641,643,80,3,13860,1,3,3,0,4,0,12,2,2,0,7,8,7,1972,1995,1,0,9,14,2,0.0,2,4,1,2,3,1,2,1410,5,0,542,1952,1,2,1,4,704,0,2704,1,0,2,1,4,1,0,6,3,1,0,2,4,4,2,269,111,0,0,0,0,0,7,2009,8,4,12.751299696013493
642,644,60,3,10793,1,3,3,0,4,0,14,6,2,0,5,5,5,1969,1969,4,0,14,6,1,263.0,3,4,1,3,3,3,4,493,1,287,0,780,1,0,1,4,840,0,1620,0,0,2,1,4,1,3,2,0,1,0,2,4,4,2,208,0,0,0,0,0,0,4,2007,8,4,11.931635799828413
643,645,20,1,9187,1,3,3,0,4,0,21,2,2,0,2,9,5,2009,2009,1,0,5,5,3,162.0,0,4,2,0,3,2,2,1121,5,0,645,1766,1,0,1,4,0,0,1766,1,0,2,1,2,1,0,6,1,1,0,3,4,4,2,195,130,0,0,0,0,0,10,2009,6,5,12.823628446539171
644,646,20,3,10530,1,0,3,0,0,0,12,2,2,0,2,6,5,1971,1971,3,0,9,10,2,0.0,3,4,1,3,3,3,0,282,3,35,664,981,1,4,1,4,0,0,981,1,0,1,1,3,1,3,6,0,5,2,2,4,4,2,0,312,40,0,0,0,0,3,2007,8,4,11.872346634576989
645,647,20,3,7200,1,3,3,0,4,0,12,2,2,0,2,5,5,1950,1950,3,0,8,8,2,0.0,3,4,1,3,3,3,5,0,5,0,0,0,1,2,1,4,0,0,1048,0,0,1,0,3,1,3,2,0,5,2,2,4,4,2,0,27,0,0,0,0,0,7,2008,8,4,11.495779306135258
646,648,20,3,10452,1,0,3,0,4,0,7,2,2,0,2,6,5,1953,1953,3,0,13,14,3,216.0,3,4,1,3,3,2,4,500,5,0,594,1094,1,0,1,4,0,0,1094,0,0,1,0,3,1,3,6,2,1,1,2,4,4,2,0,0,0,0,287,0,0,6,2008,8,4,11.951180395901384
647,649,60,3,7700,1,3,3,0,4,0,12,4,2,0,5,6,5,1966,1966,1,0,8,8,1,351.0,3,4,1,3,3,3,5,0,5,0,756,756,1,4,1,4,788,0,1839,0,0,1,1,4,1,3,6,1,1,2,2,4,4,2,0,124,216,0,0,0,0,6,2010,8,4,11.951180395901384
648,650,180,4,1936,1,3,3,0,4,0,10,2,2,3,6,4,6,1970,1970,1,0,5,5,2,0.0,3,4,1,2,3,0,1,131,2,499,0,630,1,2,1,4,0,0,630,1,0,1,0,1,1,3,6,0,1,2,0,4,4,2,0,0,0,0,0,0,0,12,2007,8,4,11.344506813345266
649,651,60,1,8125,1,3,3,0,4,0,21,2,2,0,5,7,6,2007,2007,1,0,5,5,2,103.685261707989,2,4,2,2,3,3,5,0,5,0,813,813,1,0,1,4,843,0,1665,0,0,2,1,3,1,2,6,0,1,1,2,4,4,2,0,0,0,0,0,0,0,5,2008,8,4,12.235388699864226
650,652,70,3,9084,1,3,3,0,4,0,7,0,2,0,5,4,5,1940,1950,1,0,8,8,2,0.0,3,4,1,3,3,2,5,0,5,0,755,755,1,4,1,4,755,0,1510,1,0,1,0,4,1,3,6,1,5,2,1,1,3,1,120,0,0,0,0,0,0,10,2009,8,4,11.589886506106355
651,653,60,3,8750,1,3,3,0,4,0,5,2,2,0,5,7,5,1996,1996,1,0,12,13,2,0.0,2,4,2,2,3,3,5,0,5,0,880,880,1,0,1,4,807,0,1716,0,0,2,1,2,1,2,6,1,1,1,2,4,4,2,0,120,0,0,0,0,0,7,2009,8,4,12.160028707028768
652,654,50,4,10320,1,3,3,0,4,0,9,2,2,0,0,6,7,1906,1995,1,0,8,8,2,0.0,3,4,1,3,3,3,5,0,5,0,756,756,1,0,1,4,713,0,1469,0,0,1,0,3,1,3,6,0,5,2,1,4,4,2,57,0,239,0,0,0,0,6,2008,8,4,11.813030057420569
653,655,20,3,10437,1,0,3,0,4,0,15,2,2,0,2,8,6,1995,1995,3,0,8,8,1,660.0,2,2,2,2,3,1,2,1696,5,0,413,2109,1,0,1,4,0,0,2113,1,0,2,1,2,1,2,6,1,1,0,3,4,4,2,236,46,0,0,0,0,0,8,2008,8,4,12.765688433465595
654,656,160,4,1680,1,3,3,0,4,0,2,2,2,3,5,6,5,1971,1971,1,0,6,7,1,381.0,3,4,1,3,3,3,5,0,5,0,525,525,1,4,1,4,567,0,1092,0,0,1,1,3,1,3,6,0,5,2,1,4,4,2,0,0,0,0,0,0,0,3,2010,8,3,11.385092093460345
655,657,20,3,10007,1,0,3,0,4,0,12,2,2,0,2,5,7,1959,2006,1,0,6,6,1,54.0,2,4,1,3,3,3,0,806,5,0,247,1053,1,0,1,4,0,0,1053,1,0,1,1,3,1,2,6,0,1,1,1,4,4,2,0,0,0,0,0,0,0,8,2008,8,4,11.887931365593687
656,658,70,3,7200,1,3,1,0,4,1,6,2,2,0,5,7,6,1931,2000,1,0,11,15,2,0.0,3,1,0,2,3,3,5,0,5,0,776,776,1,4,1,4,651,0,1502,0,0,1,1,3,1,3,6,1,1,1,1,4,4,1,0,0,112,0,0,0,0,2,2008,8,4,11.911701584927595
657,659,50,3,17503,1,3,3,0,4,0,12,0,2,0,0,6,5,1948,1950,1,0,12,13,2,0.0,3,4,1,3,3,3,5,0,5,0,912,912,1,4,1,4,546,0,1458,0,1,1,0,3,1,3,6,1,1,2,1,4,4,2,192,0,0,0,0,0,0,1,2010,8,0,11.487607656985938
658,660,20,3,9937,1,3,3,0,0,0,7,2,2,0,2,5,7,1964,1999,3,0,8,8,2,0.0,3,2,2,3,3,3,1,637,5,0,849,1486,1,0,1,4,0,0,1486,1,0,1,0,3,1,3,6,0,5,0,2,4,4,2,0,0,0,0,0,0,0,3,2009,8,4,12.025749091398893
659,661,60,3,12384,1,3,3,0,1,0,14,2,2,0,5,7,7,1976,1976,1,0,9,10,1,233.0,3,4,1,2,3,3,5,0,5,0,793,793,1,4,1,4,793,0,1935,0,0,2,1,3,1,3,6,1,1,1,2,4,4,2,0,113,252,0,0,0,0,11,2007,8,4,12.195517131590655
660,662,60,3,46589,1,1,3,0,1,0,15,2,2,0,5,8,7,1994,2005,3,0,12,13,1,528.0,2,4,2,2,1,3,2,1361,4,180,88,1629,1,0,1,4,762,0,2448,1,0,2,1,4,1,2,6,1,1,1,3,4,4,2,517,76,0,0,0,0,0,7,2009,8,4,12.904207367601158
661,663,20,3,13560,1,3,3,0,0,0,12,2,2,0,2,6,3,1968,1968,3,0,13,14,1,216.0,3,4,1,1,0,3,5,0,5,0,1392,1392,1,2,1,4,0,0,1392,1,0,1,0,2,1,3,1,2,1,1,2,4,4,2,0,0,240,0,0,0,0,7,2009,8,4,11.608235644774554
662,664,85,3,10012,1,3,3,0,4,0,7,2,2,0,6,4,5,1972,1972,1,0,9,10,2,0.0,3,4,1,2,3,0,1,920,4,180,38,1138,1,4,1,4,0,0,1181,1,0,2,0,3,1,3,6,0,5,1,2,4,4,2,0,0,180,0,0,0,0,4,2008,8,4,11.831379196088765
663,665,20,3,20896,1,1,3,0,1,0,21,6,2,0,2,8,5,2005,2006,1,0,12,13,2,0.0,2,4,2,0,3,2,2,1721,5,0,356,2077,1,0,1,4,0,0,2097,1,0,1,1,1,1,0,6,1,1,0,3,4,4,2,192,267,0,0,0,0,0,1,2006,6,5,12.955127458028414
664,666,60,3,11194,1,0,3,0,0,0,8,2,2,0,5,8,5,2000,2000,1,0,12,13,1,40.0,2,4,2,2,3,3,5,0,5,0,1406,1406,1,0,1,4,482,0,1936,0,0,2,1,3,1,2,6,1,1,1,2,4,4,2,188,124,0,0,0,0,0,11,2006,8,4,12.348006141418841
665,667,60,3,18450,1,0,3,0,4,0,12,2,2,0,5,6,5,1965,1979,0,4,9,10,0,113.0,3,2,1,2,3,3,3,187,4,723,111,1021,1,4,1,4,915,0,2380,0,0,2,1,3,1,3,5,1,4,2,2,4,4,2,0,265,0,0,0,0,0,8,2007,8,0,11.767567683343811
666,668,20,3,8125,1,3,3,0,4,0,20,2,2,0,2,6,5,1994,1998,1,0,6,6,1,258.0,3,4,2,2,3,3,2,1138,5,0,270,1408,1,0,1,4,0,0,1679,1,0,2,0,3,1,2,6,1,1,1,2,4,4,2,224,42,0,0,0,0,0,10,2008,8,4,12.173032791451972
667,669,20,3,14175,1,3,0,0,0,1,19,2,2,0,2,5,6,1956,1987,1,0,5,14,2,0.0,3,4,1,3,3,3,4,988,5,0,200,1188,1,2,1,4,0,0,1437,1,0,1,1,3,1,3,3,1,5,2,2,4,4,2,304,0,0,0,0,0,0,11,2006,8,4,12.031719258385394
668,670,30,3,11600,1,3,3,0,4,0,6,2,2,0,2,4,5,1922,1950,1,0,8,8,2,0.0,3,4,0,1,3,3,5,0,5,0,700,700,1,0,1,4,0,0,1180,0,0,1,0,2,1,1,6,1,5,2,1,4,1,2,0,0,67,0,0,0,0,7,2006,8,4,11.831379196088765
669,671,60,3,8633,1,3,3,0,2,0,5,2,2,0,5,6,5,2005,2005,1,0,12,13,2,0.0,2,4,2,2,3,3,2,193,5,0,545,738,1,0,1,4,738,0,1476,1,0,2,1,3,1,2,6,0,1,0,2,4,4,2,100,35,0,0,0,0,0,2,2009,8,4,12.063932878369052
670,672,70,2,6629,1,3,3,0,4,0,7,0,2,0,5,6,6,1925,1950,2,0,13,14,2,0.0,3,2,0,3,3,3,1,551,5,0,121,672,1,4,0,4,672,0,1369,1,0,2,0,3,1,3,6,0,5,2,1,4,4,2,147,0,0,0,0,0,0,7,2009,8,4,11.548292608807518
671,673,20,3,11250,1,0,3,0,4,0,24,2,2,0,2,6,6,1977,1977,1,0,9,10,2,0.0,2,4,1,2,3,3,0,767,5,0,441,1208,1,4,1,4,0,0,1208,1,0,1,1,3,1,3,6,1,1,1,2,4,4,2,198,42,0,0,0,0,0,6,2006,8,4,12.013700752882716
672,674,20,3,14442,1,3,3,0,4,0,6,2,2,0,2,6,7,1957,2004,3,0,5,5,1,106.0,3,4,2,3,3,3,2,1186,5,0,291,1477,1,0,1,4,0,0,1839,1,0,2,0,3,1,2,6,2,1,0,2,4,4,2,0,87,0,0,200,0,0,6,2007,8,4,12.458774999085927
673,675,20,3,9200,1,3,3,0,4,0,12,2,2,0,2,6,6,1965,1965,1,0,6,6,2,0.0,3,4,1,3,3,3,4,892,5,0,244,1136,1,4,1,4,0,0,1136,1,0,1,0,3,1,3,6,1,1,1,1,4,4,2,426,0,0,0,0,0,0,7,2008,8,4,11.849397701591439
674,676,160,3,2289,1,3,3,0,4,0,13,2,2,3,5,6,6,1978,1978,1,0,9,2,2,0.0,3,4,1,3,3,3,0,311,5,0,544,855,1,4,1,4,586,0,1441,0,0,2,1,3,1,3,6,1,1,2,2,4,4,2,28,0,0,0,0,0,0,4,2009,8,4,11.908340237224893
675,677,70,4,9600,1,3,3,0,4,0,17,2,2,0,5,4,2,1900,1950,1,0,0,12,2,0.0,3,4,0,3,0,3,5,0,5,0,1095,1095,2,1,0,4,679,0,1774,1,0,2,0,4,2,3,3,0,0,2,3,1,1,0,0,0,90,0,0,0,0,5,2006,8,4,11.37366339763672
676,678,30,3,9022,1,3,3,0,4,0,17,2,2,0,2,5,8,1924,2006,1,0,12,13,2,0.0,2,4,0,3,3,3,5,0,5,0,768,768,1,0,1,4,0,0,792,0,0,1,0,2,1,2,6,0,5,2,1,1,1,0,316,0,120,0,0,0,0,5,2009,8,4,11.603679828238691
677,679,20,3,11844,1,0,3,0,4,0,22,2,2,0,2,8,5,2008,2008,3,0,12,13,3,464.0,2,4,2,0,3,2,5,0,5,0,2046,2046,1,0,1,4,0,0,2046,0,0,2,1,3,1,2,6,1,1,0,3,4,4,2,322,82,0,0,0,0,0,7,2009,6,5,12.827992316801753
678,680,20,3,9945,1,0,3,0,4,0,19,2,2,0,2,5,5,1961,1961,3,0,13,14,1,57.0,3,4,1,3,3,3,4,827,5,0,161,988,1,4,1,4,0,0,988,1,0,1,0,3,1,3,6,0,5,2,2,4,4,2,0,0,0,0,0,0,0,10,2007,8,4,11.76368418331741
679,681,120,3,8012,1,3,3,0,4,0,20,2,2,4,2,6,5,1980,1980,1,0,9,10,2,0.0,3,4,1,2,3,3,1,543,1,119,261,923,1,4,1,4,0,0,923,0,0,2,0,2,1,3,6,1,1,1,1,4,4,2,80,0,0,0,0,0,0,5,2010,8,4,11.870599909242046
680,682,50,2,4500,1,1,0,0,4,0,18,2,2,0,0,5,5,1932,2000,1,0,12,12,2,0.0,3,4,0,3,3,3,4,182,5,0,611,793,1,0,1,4,672,0,1520,0,0,1,0,3,1,3,6,0,5,2,1,4,4,2,0,0,56,0,0,0,0,7,2009,8,0,11.979385322467596
681,683,120,3,2887,1,3,1,0,4,0,4,2,2,0,2,6,5,1996,1997,1,0,13,14,2,0.0,3,4,2,2,3,2,2,1003,5,0,288,1291,1,0,1,4,0,0,1291,1,0,1,0,2,1,2,6,1,1,2,2,4,4,2,307,0,0,0,0,0,0,11,2008,8,4,12.061046873479915
682,684,20,3,11248,1,0,3,0,0,0,5,2,2,0,2,9,5,2002,2002,3,0,12,13,3,215.0,2,4,2,2,3,0,2,1059,5,0,567,1626,1,0,1,4,0,0,1668,1,0,2,0,3,1,2,6,1,1,0,3,4,4,2,257,45,0,0,0,0,0,7,2007,8,4,12.560244459250786
683,685,60,3,16770,1,1,3,0,1,0,15,2,2,0,5,7,5,1998,1998,1,0,12,13,1,30.0,2,4,2,2,3,3,5,0,5,0,1195,1195,1,2,1,4,644,0,1839,0,0,2,1,4,1,3,6,0,1,0,2,4,4,2,0,81,0,0,0,0,0,6,2010,8,4,12.30591798049989
684,686,160,3,5062,1,0,3,0,1,0,22,2,2,4,5,7,5,1984,1984,1,0,6,6,2,0.0,2,4,1,2,3,2,2,828,3,182,180,1190,1,2,1,4,900,0,2090,1,0,2,0,3,1,2,2,1,1,0,2,4,4,2,219,0,0,0,0,0,0,9,2007,8,4,12.24288661865289
685,687,60,1,10207,1,3,3,0,4,0,21,2,2,0,5,7,6,2007,2007,1,0,12,13,2,0.0,2,4,2,2,3,3,5,0,5,0,874,874,1,0,1,4,887,0,1761,0,0,3,0,3,1,2,6,0,1,0,2,4,4,2,144,105,0,0,0,0,0,8,2007,6,5,12.336552511980965
686,688,160,1,5105,1,1,3,0,2,0,21,2,2,4,5,7,5,2004,2004,1,0,8,8,2,0.0,2,4,2,2,3,3,2,239,5,0,312,551,1,0,1,4,551,0,1102,0,0,2,1,2,1,2,6,0,5,2,2,4,4,2,0,60,0,0,0,0,0,3,2007,8,4,11.910358401381128
687,689,20,3,8089,1,3,1,0,4,0,22,2,2,0,2,8,6,2007,2007,1,0,8,8,1,0.0,2,4,2,2,3,0,2,945,5,0,474,1419,1,0,1,4,0,0,1419,1,0,2,0,2,1,2,6,1,1,1,2,4,4,2,140,0,0,0,0,0,0,10,2007,6,5,12.8790171187726
688,690,120,3,7577,1,0,3,0,0,0,16,2,2,4,2,6,5,2005,2006,1,0,12,13,3,256.0,2,4,2,2,3,0,0,20,5,0,1342,1362,1,0,1,4,0,0,1362,0,0,2,0,2,1,2,6,1,1,1,2,4,4,2,192,28,0,0,0,0,0,6,2007,8,4,12.17921519136029
